ID,Category,Question,Conditions
644,College Ownership,I want private college near Coimbatore.,"district=Coimbatore, ownership=Private"
645,College Ownership,Government or government-aided colleges in Salem?,"district=Salem, ownership=Government, ownership=Government Aided"
646,College Ownership,Private IT colleges in Tamil Nadu?,"branch=Information Technology, ownership=Private"
647,College Ownership,Government aided Mechanical Engineering colleges in Coimbatore?,"branch=Mechanical Engineering, district=Coimbatore, ownership=Government Aided"
648,College Ownership,Self-financing colleges for 155 cutoff?,"cutoff=155, ownership=Self-Financing"
649,College Ownership,I have 195 cutoff. Government college in Coimbatore?,"cutoff=195, district=Coimbatore, ownership=Government"
650,College Ownership,Show all types of colleges in Madurai.,"district=Madurai, ownership=general"
651,College Ownership,Government college in Tiruchirappalli for CSE?,"branch=CSE, district=Tiruchirappalli, ownership=Government"
652,College Ownership,Self-financing ECE colleges in Coimbatore?,"branch=ECE, district=Coimbatore, ownership=Self-Financing"
653,College Ownership,Government aided EEE colleges?,"branch=EEE, ownership=Government Aided"
654,College Ownership,Private CSE colleges in Coimbatore?,"branch=CSE, district=Coimbatore, ownership=Private"
655,College Ownership,I prefer only government colleges. Are any available in Salem?,"district=Salem, ownership=Government"
656,College Ownership,Which private colleges are best in Tamil Nadu?,"ownership=Private"
657,College Ownership,Government aided colleges in Erode?,"district=Erode, ownership=Government Aided"
658,College Ownership,I want government aided college. Show districts with options.,"ownership=Government Aided"
659,College Ownership,Self-financing colleges in Tirunelveli?,"district=Tirunelveli, ownership=Self-Financing"
660,College Ownership,Government colleges in Kanchipuram or Chengalpattu?,"district=Kanchipuram, district=Chengalpattu, ownership=Government"
661,Autonomous Status,Which autonomous CSE colleges can I get with 180 cutoff?,"cutoff=180, branch=CSE, autonomous=yes"
662,Autonomous Status,Show non-autonomous colleges in Coimbatore.,"district=Coimbatore, autonomous=no"
663,Autonomous Status,Which autonomous colleges offer ECE?,"branch=ECE, autonomous=yes"
664,Autonomous Status,Give me autonomous colleges with good placements.,"autonomous=yes, placement=good"
665,Autonomous Status,Autonomous colleges in Chennai?,"district=Chennai, autonomous=yes"
666,Autonomous Status,Non-autonomous CSE colleges in Madurai?,"branch=CSE, district=Madurai, autonomous=no"
667,Autonomous Status,Which autonomous colleges are in Coimbatore?,"district=Coimbatore, autonomous=yes"
668,Autonomous Status,Autonomous ECE colleges in Tamil Nadu?,"branch=ECE, autonomous=yes"
669,Autonomous Status,Which autonomous colleges have Mechanical Engineering?,"branch=Mechanical Engineering, autonomous=yes"
670,Autonomous Status,Show autonomous colleges in Salem.,"district=Salem, autonomous=yes"
671,Autonomous Status,I want autonomous college. Which are available?,"autonomous=yes"
672,Autonomous Status,Autonomous IT colleges in Chennai?,"branch=Information Technology, district=Chennai, autonomous=yes"
673,Autonomous Status,Which non-autonomous colleges have good placements?,"autonomous=no, placement=good"
674,Autonomous Status,Autonomous colleges for 185 cutoff?,"cutoff=185, autonomous=yes"
675,Autonomous Status,Show autonomous government colleges.,"autonomous=yes, ownership=Government"
676,Autonomous Status,Autonomous colleges in Tiruchirappalli?,"district=Tiruchirappalli, autonomous=yes"
677,Autonomous Status,Which autonomous colleges have AI&DS?,"branch=AI & Data Science, autonomous=yes"
678,Autonomous Status,Give autonomous EEE colleges.,"branch=EEE, autonomous=yes"
679,Autonomous Status,Non-autonomous colleges in Salem?,"district=Salem, autonomous=no"
680,Autonomous Status,Which autonomous colleges offer Biotechnology?,"branch=Biotechnology, autonomous=yes"
681,Autonomous Status,I want an autonomous college near Chennai.,"district=Chennai, autonomous=yes"
682,Autonomous Status,Autonomous government aided colleges?,"autonomous=yes, ownership=Government Aided"
683,Autonomous Status,Non-autonomous colleges in Coimbatore for CSE?,"branch=CSE, district=Coimbatore, autonomous=no"
684,Autonomous Status,Which autonomous colleges are affordable?,"autonomous=yes, fees=low"
685,Autonomous Status,Autonomous colleges for 175 cutoff?,"cutoff=175, autonomous=yes"
686,Autonomous Status,Show autonomous colleges in Madurai.,"district=Madurai, autonomous=yes"
687,Autonomous Status,Autonomous CSE colleges in Coimbatore?,"branch=CSE, district=Coimbatore, autonomous=yes"
688,Autonomous Status,Which non-autonomous colleges have low fees?,"autonomous=no, fees=low"
689,Autonomous Status,Autonomous colleges in Tamil Nadu list?,"autonomous=yes"
690,Autonomous Status,Give me autonomous colleges in Vellore.,"district=Vellore, autonomous=yes"
691,Autonomous Status,Autonomous Mechanical Engineering colleges?,"branch=Mechanical Engineering, autonomous=yes"
692,Autonomous Status,Autonomous colleges for 190 cutoff in Chennai?,"cutoff=190, district=Chennai, autonomous=yes"
693,Autonomous Status,Which non-autonomous colleges are good?,"autonomous=no"
694,Autonomous Status,Autonomous IT colleges in Coimbatore?,"branch=Information Technology, district=Coimbatore, autonomous=yes"
695,Autonomous Status,Show autonomous colleges in Erode.,"district=Erode, autonomous=yes"
696,Autonomous Status,Autonomous ECE colleges in Coimbatore?,"branch=ECE, district=Coimbatore, autonomous=yes"
697,Autonomous Status,Non-autonomous government colleges?,"autonomous=no, ownership=Government"
698,Autonomous Status,Autonomous private colleges in Chennai?,"autonomous=yes, district=Chennai, ownership=Private"
699,Autonomous Status,Autonomous colleges with CSE and good placement?,"branch=CSE, autonomous=yes, placement=good"
700,Autonomous Status,Which autonomous colleges in Coimbatore have low fees?,"district=Coimbatore, autonomous=yes, fees=low"
701,Community / Category,I am BC with 180 cutoff. Which colleges can I get?,"community=BC, cutoff=180"
702,Community / Category,For MBC category and 175 cutoff show CSE colleges.,"community=MBC, cutoff=175, branch=CSE"
703,Community / Category,Which colleges can an SC student get with 160 cutoff?,"community=SC, cutoff=160"
704,Community / Category,I am OC. Show me colleges for 185 cutoff.,"community=OC, cutoff=185"
705,Community / Category,BCM category 170 cutoff which colleges?,"community=BCM, cutoff=170"
706,Community / Category,I belong to ST. Which colleges are possible with 155 cutoff?,"community=ST, cutoff=155"
707,Community / Category,SCA category with 165 cutoff. Which colleges?,"community=SCA, cutoff=165"
708,Community / Category,DNC category colleges for 158 cutoff?,"community=DNC, cutoff=158"
709,Community / Category,I am MBC. What CSE colleges can I get with 172 cutoff?,"community=MBC, cutoff=172, branch=CSE"
710,Community / Category,BC category ECE colleges for 168 cutoff?,"community=BC, cutoff=168, branch=ECE"
711,Community / Category,SC category colleges in Coimbatore?,"community=SC, district=Coimbatore"
712,Community / Category,I am OC with 190 cutoff. Best CSE colleges?,"community=OC, cutoff=190, branch=CSE"
713,Community / Category,MBC with 178 cutoff which Mechanical colleges?,"community=MBC, cutoff=178, branch=Mechanical Engineering"
714,Community / Category,Which government colleges can BC students get with 175?,"community=BC, cutoff=175, ownership=Government"
715,Community / Category,I am SC student. Government college possible with 160 cutoff?,"community=SC, cutoff=160, ownership=Government"
716,Community / Category,BCM category with 180 cutoff. CSE options?,"community=BCM, cutoff=180, branch=CSE"
717,Community / Category,ST category colleges in Tamil Nadu with 150 cutoff?,"community=ST, cutoff=150"
718,Community / Category,I am DNC with 162 cutoff. Which colleges?,"community=DNC, cutoff=162"
719,Community / Category,SCA category ECE colleges?,"community=SCA, branch=ECE"
720,Community / Category,OC with 195 cutoff best colleges list?,"community=OC, cutoff=195"
721,Community / Category,I am BC with 165 cutoff. Any government aided colleges?,"community=BC, cutoff=165, ownership=Government Aided"
722,Community / Category,MBC category 183 cutoff CSE colleges in Coimbatore?,"community=MBC, cutoff=183, branch=CSE, district=Coimbatore"
723,Community / Category,SC student with 168 cutoff. Any good colleges?,"community=SC, cutoff=168"
724,Community / Category,BC community ECE colleges in Chennai?,"community=BC, branch=ECE, district=Chennai"
725,Community / Category,I am OC. Show me top engineering colleges for 188 cutoff.,"community=OC, cutoff=188"
726,Community / Category,MBC 175 cutoff government college possible?,"community=MBC, cutoff=175, ownership=Government"
727,Community / Category,BCM category colleges in Madurai?,"community=BCM, district=Madurai"
728,Community / Category,ST category 152 cutoff any college?,"community=ST, cutoff=152"
729,Community / Category,I am SC with 173 cutoff. Which colleges are possible?,"community=SC, cutoff=173"
730,Community / Category,BC student 180 cutoff autonomous CSE college?,"community=BC, cutoff=180, branch=CSE, autonomous=yes"
731,Community / Category,OC category with 192 cutoff. Government colleges?,"community=OC, cutoff=192, ownership=Government"
732,Community / Category,SCA with 160 cutoff any college near Madurai?,"community=SCA, cutoff=160, district=Madurai"
733,Community / Category,I am MBC student 169 cutoff. Mechanical colleges?,"community=MBC, cutoff=169, branch=Mechanical Engineering"
734,Community / Category,DNC category 164 cutoff which colleges in Coimbatore?,"community=DNC, cutoff=164, district=Coimbatore"
735,Community / Category,BC with 185 cutoff. Show government or government-aided colleges.,"community=BC, cutoff=185, ownership=Government, ownership=Government Aided"
736,Community / Category,OC student 200 cutoff best CSE college?,"community=OC, cutoff=200, branch=CSE"
737,Community / Category,ST category 148 cutoff any college at all?,"community=ST, cutoff=148"
738,Community / Category,I am MBC with 177 cutoff. IT or CSE which is better?,"community=MBC, cutoff=177, branch=CSE, branch=Information Technology"
739,Community / Category,BC category 162 cutoff Mechanical Engineering colleges?,"community=BC, cutoff=162, branch=Mechanical Engineering"
740,Community / Category,SC student 186 cutoff. Autonomous CSE college?,"community=SC, cutoff=186, branch=CSE, autonomous=yes"
741,Community / Category,I am BCM 176 cutoff. Civil Engineering colleges?,"community=BCM, cutoff=176, branch=Civil Engineering"
742,Community / Category,OC with 187 cutoff. ECE or CSE which to prefer?,"community=OC, cutoff=187, branch=ECE, branch=CSE"
743,Community / Category,MBC student 170 cutoff government college?,"community=MBC, cutoff=170, ownership=Government"
744,Community / Category,DNC 155 cutoff any college in Tamil Nadu?,"community=DNC, cutoff=155"
745,Community / Category,SCA category 175 cutoff. Show safe and moderate colleges.,"community=SCA, cutoff=175"
746,Community / Category,I am BC. Show colleges in Coimbatore for 178 cutoff.,"community=BC, cutoff=178, district=Coimbatore"
747,Community / Category,SC student 163 cutoff Coimbatore any college?,"community=SC, cutoff=163, district=Coimbatore"
748,Community / Category,OC category colleges for 183 cutoff in Chennai?,"community=OC, cutoff=183, district=Chennai"
749,Community / Category,BCM 172 cutoff ECE colleges?,"community=BCM, cutoff=172, branch=ECE"
750,Community / Category,I am MBC 189 cutoff. AI&DS colleges in Coimbatore?,"community=MBC, cutoff=189, branch=AI & Data Science, district=Coimbatore"
751,Fees,Which CSE colleges have low fees?,"branch=CSE, fees=low"
752,Fees,Show colleges with fees below 1 lakh.,"fees=below 1 lakh"
753,Fees,Which government colleges are affordable?,"ownership=Government, fees=low"
754,Fees,Give me low-fee ECE colleges in Chennai.,"branch=ECE, district=Chennai, fees=low"
755,Fees,Colleges with fees less than 50000?,"fees=below 50000"
756,Fees,Show me affordable engineering colleges.,"fees=low"
757,Fees,Cheap colleges in Coimbatore?,"district=Coimbatore, fees=low"
758,Fees,Which college has lowest fees for CSE?,"branch=CSE, fees=lowest"
759,Fees,CSE colleges under 1 lakh fees?,"branch=CSE, fees=below 1 lakh"
760,Fees,Show colleges with fees below 2 lakhs.,"fees=below 2 lakhs"
761,Fees,Which colleges have affordable fees for Mechanical Engineering?,"branch=Mechanical Engineering, fees=low"
762,Fees,Low fee IT colleges in Tamil Nadu?,"branch=Information Technology, fees=low"
763,Fees,Which government-aided colleges have low fees?,"ownership=Government Aided, fees=low"
764,Fees,Colleges with fees below 75000?,"fees=below 75000"
765,Fees,Affordable CSE colleges in Madurai?,"branch=CSE, district=Madurai, fees=low"
766,Fees,Which colleges have free seats or scholarships?,"fees=scholarship"
767,Fees,ECE colleges with low tuition fees?,"branch=ECE, fees=low"
768,Fees,Show me self-financing colleges with affordable fees.,"ownership=Self-Financing, fees=low"
769,Fees,I have limited budget. Which CSE colleges are cheap?,"branch=CSE, fees=low"
770,Fees,Mechanical Engineering colleges under 1 lakh?,"branch=Mechanical Engineering, fees=below 1 lakh"
771,Fees,Government college fees in Tamil Nadu?,"ownership=Government, fees=general"
772,Fees,Cheapest college for ECE in Tamil Nadu?,"branch=ECE, fees=lowest"
773,Fees,CSE colleges with fees below 1.5 lakhs?,"branch=CSE, fees=below 1.5 lakhs"
774,Fees,Which autonomous colleges have low fees?,"autonomous=yes, fees=low"
775,Fees,Affordable colleges in Coimbatore for ECE?,"branch=ECE, district=Coimbatore, fees=low"
776,Fees,Low fee government colleges in Tamil Nadu?,"ownership=Government, fees=low"
777,Fees,Which colleges offer CSE under 80000 fees?,"branch=CSE, fees=below 80000"
778,Fees,Show colleges with reasonable fees near Chennai.,"district=Chennai, fees=low"
779,Fees,IT colleges with low fees in Coimbatore?,"branch=Information Technology, district=Coimbatore, fees=low"
780,Fees,Colleges with fees below 1 lakh in Madurai?,"district=Madurai, fees=below 1 lakh"
781,Fees,Which colleges have free engineering education?,"fees=free"
782,Fees,Low fee CSE colleges near Chennai?,"branch=CSE, district=Chennai, fees=low"
783,Fees,Affordable Mechanical Engineering colleges in Coimbatore?,"branch=Mechanical Engineering, district=Coimbatore, fees=low"
784,Fees,ECE college with less than 1 lakh fee per year?,"branch=ECE, fees=below 1 lakh"
785,Fees,Show me colleges with low total fees.,"fees=low"
786,Fees,CSE colleges with affordable fees and good placement?,"branch=CSE, fees=low, placement=good"
787,Fees,Government aided colleges fees are how much?,"ownership=Government Aided, fees=general"
788,Fees,Colleges with minimum fees for IT?,"branch=Information Technology, fees=lowest"
789,Fees,Which colleges are budget friendly for Mechanical?,"branch=Mechanical Engineering, fees=low"
790,Fees,Affordable college options for 170 cutoff?,"cutoff=170, fees=low"
791,Fees,Show colleges where fees are low and placement is good.,"fees=low, placement=good"
792,Fees,CSE colleges with total fees under 3 lakhs?,"branch=CSE, fees=below 3 lakhs"
793,Fees,Cheap engineering college near Vellore?,"district=Vellore, fees=low"
794,Fees,Low fee colleges for SC students?,"community=SC, fees=low"
795,Fees,Which private colleges have lowest fees in Tamil Nadu?,"ownership=Private, fees=lowest"
796,Fees,IT colleges under 1 lakh per year?,"branch=Information Technology, fees=below 1 lakh"
797,Fees,Affordable EEE colleges in Tamil Nadu?,"branch=EEE, fees=low"
798,Fees,Government colleges with almost free education?,"ownership=Government, fees=lowest"
799,Fees,CSE colleges under 2 lakh total fees?,"branch=CSE, fees=below 2 lakhs"
800,Fees,Which colleges have low fees and hostel facility?,"fees=low, hostel=yes"
801,Placement,Which CSE colleges have good placements?,"branch=CSE, placement=good"
802,Placement,Show colleges with high placement packages.,"placement=high package"
803,Placement,Which colleges are best for software jobs?,"placement=software jobs"
804,Placement,Give me ECE colleges with good placements.,"branch=ECE, placement=good"
805,Placement,Best placement colleges in Coimbatore?,"district=Coimbatore, placement=good"
806,Placement,Which colleges have 100% placement?,"placement=100%"
807,Placement,Show colleges with average package above 5 LPA.,"placement=above 5 LPA"
808,Placement,CSE colleges with best campus placements?,"branch=CSE, placement=best"
809,Placement,Which colleges place students in top companies?,"placement=top companies"
810,Placement,Best placement colleges in Chennai?,"district=Chennai, placement=good"
811,Placement,IT colleges with good placement record?,"branch=Information Technology, placement=good"
812,Placement,Show colleges where TCS and Infosys recruit.,"placement=TCS, placement=Infosys"
813,Placement,Which Mechanical Engineering colleges have good placements?,"branch=Mechanical Engineering, placement=good"
814,Placement,EEE colleges with high placement percentage?,"branch=EEE, placement=good"
815,Placement,Colleges with good placement and low fees?,"placement=good, fees=low"
816,Placement,Which autonomous colleges have best placements?,"autonomous=yes, placement=good"
817,Placement,Show me colleges with placement above 80%.,"placement=above 80%"
818,Placement,Which government colleges have good placements?,"ownership=Government, placement=good"
819,Placement,Best placed CSE colleges in Tamil Nadu?,"branch=CSE, placement=best"
820,Placement,Show colleges that place students in core companies.,"placement=core companies"
821,Placement,Which AI&DS colleges have good placements?,"branch=AI & Data Science, placement=good"
822,Placement,Colleges with average salary package above 10 LPA?,"placement=above 10 LPA"
823,Placement,ECE colleges with core electronics placements?,"branch=ECE, placement=core electronics"
824,Placement,Which colleges have best IT job placements?,"placement=IT jobs"
825,Placement,Show placement statistics for Coimbatore colleges.,"district=Coimbatore, placement=general"
826,Placement,Good placement mechanical colleges in Chennai?,"branch=Mechanical Engineering, district=Chennai, placement=good"
827,Placement,Which autonomous CSE colleges have above 90% placement?,"branch=CSE, autonomous=yes, placement=above 90%"
828,Placement,Colleges where Google and Amazon recruit?,"placement=Google, placement=Amazon"
829,Placement,CSE colleges with placement in IT companies?,"branch=CSE, placement=IT companies"
830,Placement,Show private colleges with best placements.,"ownership=Private, placement=best"
831,Placement,Best placement colleges in Madurai?,"district=Madurai, placement=good"
832,Placement,Which colleges have high salary packages for ECE?,"branch=ECE, placement=high package"
833,Placement,Show CSE colleges with more than 5 lakh average package.,"branch=CSE, placement=above 5 LPA"
834,Placement,Government aided colleges with good placements?,"ownership=Government Aided, placement=good"
835,Placement,Which IT colleges place students in product companies?,"branch=Information Technology, placement=product companies"
836,Placement,Best placed colleges in Tamil Nadu?,"placement=best"
837,Placement,Which college in Coimbatore has highest placement package?,"district=Coimbatore, placement=highest package"
838,Placement,Colleges with good placement for Mechanical students?,"branch=Mechanical Engineering, placement=good"
839,Placement,Show colleges with consistent placement track record.,"placement=consistent"
840,Placement,CSE colleges in Chennai with good campus placements?,"branch=CSE, district=Chennai, placement=good"
841,Placement,Which ECE colleges have placed in ISRO or DRDO?,"branch=ECE, placement=ISRO, placement=DRDO"
842,Placement,Best placement EEE colleges in Coimbatore?,"branch=EEE, district=Coimbatore, placement=good"
843,Placement,Which colleges have good startup placement culture?,"placement=startup"
844,Placement,Show colleges where Microsoft and Wipro recruit.,"placement=Microsoft, placement=Wipro"
845,Placement,Good placement colleges for 180 cutoff?,"cutoff=180, placement=good"
846,Placement,Colleges with highest average placement package?,"placement=highest package"
847,Placement,Which government colleges have good campus drives?,"ownership=Government, placement=campus drives"
848,Placement,IT colleges with 100% placement near Chennai?,"branch=Information Technology, district=Chennai, placement=100%"
849,Placement,Mechanical Engineering colleges with core job placements?,"branch=Mechanical Engineering, placement=core jobs"
850,Placement,Which colleges are best for CSE placements in Tamil Nadu?,"branch=CSE, placement=best"
851,Hostel / Transport,Which colleges have hostel facilities?,"hostel=yes"
852,Hostel / Transport,Show colleges with hostel and CSE.,"hostel=yes, branch=CSE"
853,Hostel / Transport,Which colleges near Chennai have good transport?,"district=Chennai, transport=good"
854,Hostel / Transport,I need a college with hostel and affordable fees.,"hostel=yes, fees=low"
855,Hostel / Transport,CSE colleges in Coimbatore with hostel?,"branch=CSE, district=Coimbatore, hostel=yes"
856,Hostel / Transport,Colleges with both hostel and transport facility?,"hostel=yes, transport=yes"
857,Hostel / Transport,Which colleges have girls hostel?,"hostel=girls"
858,Hostel / Transport,Show me colleges with AC hostel facility.,"hostel=AC"
859,Hostel / Transport,ECE colleges with hostel in Chennai?,"branch=ECE, district=Chennai, hostel=yes"
860,Hostel / Transport,Colleges with hostel and good placements?,"hostel=yes, placement=good"
861,Hostel / Transport,I am from a different district. Which colleges have hostel?,"hostel=yes"
862,Hostel / Transport,Show colleges with free bus transport.,"transport=bus"
863,Hostel / Transport,Mechanical Engineering colleges with hostel facility?,"branch=Mechanical Engineering, hostel=yes"
864,Hostel / Transport,Which self-financing colleges have hostel?,"ownership=Self-Financing, hostel=yes"
865,Hostel / Transport,Colleges with hostel in Madurai?,"district=Madurai, hostel=yes"
866,Hostel / Transport,I need both hostel and good transport. Which colleges?,"hostel=yes, transport=yes"
867,Hostel / Transport,Which government colleges provide hostel?,"ownership=Government, hostel=yes"
868,Hostel / Transport,CSE colleges with hostel in Madurai?,"branch=CSE, district=Madurai, hostel=yes"
869,Hostel / Transport,Colleges near Coimbatore with transport facility?,"district=Coimbatore, transport=yes"
870,Hostel / Transport,Which colleges offer hostel at low cost?,"hostel=yes, fees=low"
871,Hostel / Transport,Colleges with hostel in Villupuram?,"district=Villupuram, hostel=yes"
872,Hostel / Transport,I want to study away from home. Hostel facilities?,"hostel=yes"
873,Hostel / Transport,CSE colleges with hostel and good placement?,"branch=CSE, hostel=yes, placement=good"
874,Hostel / Transport,Which colleges have air-conditioned hostel rooms?,"hostel=AC"
875,Hostel / Transport,Colleges with hostel in Salem?,"district=Salem, hostel=yes"
876,Hostel / Transport,Government colleges with hostel facility in Tamil Nadu?,"ownership=Government, hostel=yes"
877,Hostel / Transport,ECE colleges with hostel near Chennai?,"branch=ECE, district=Chennai, hostel=yes"
878,Hostel / Transport,Show colleges with student transport from railway station.,"transport=railway"
879,Hostel / Transport,Colleges with hostel in Trichy?,"district=Tiruchirappalli, hostel=yes"
880,Hostel / Transport,Which CSE colleges have hostel under 3000 per month?,"branch=CSE, hostel=yes, fees=low"
881,Hostel / Transport,Colleges with good bus facility in Coimbatore?,"district=Coimbatore, transport=bus"
882,Hostel / Transport,Mechanical colleges with hostel and good placement in Coimbatore?,"branch=Mechanical Engineering, district=Coimbatore, hostel=yes, placement=good"
883,Hostel / Transport,Colleges with hostel and CSE in Tamil Nadu?,"branch=CSE, hostel=yes"
884,Hostel / Transport,I need hostel with vegetarian food. Which colleges?,"hostel=yes, hostel=vegetarian"
885,Hostel / Transport,EEE colleges with hostel?,"branch=EEE, hostel=yes"
886,Hostel / Transport,Which colleges near Coimbatore offer hostel to outstation students?,"district=Coimbatore, hostel=yes"
887,Hostel / Transport,Show colleges with hostel and IT branch.,"hostel=yes, branch=Information Technology"
888,Hostel / Transport,Colleges with hostel in Villupuram for Chemical Engineering?,"branch=Chemical Engineering, district=Villupuram, hostel=yes"
889,Hostel / Transport,Which colleges have government-run hostel?,"ownership=Government, hostel=yes"
890,Hostel / Transport,CSE colleges with hostel and low fees?,"branch=CSE, hostel=yes, fees=low"
891,College Comparison,Which is better PSG or Coimbatore Institute of Technology?,"comparison=college"
892,College Comparison,Compare Anna University Tiruchirappalli and TRP Engineering College.,"comparison=college"
893,College Comparison,Which college has better placements between PSGCT and GCT Coimbatore?,"comparison=college, placement=comparison"
894,College Comparison,Is SSN better than SRMIST for CSE?,"comparison=college, branch=CSE"
895,College Comparison,Compare CIT and REC Coimbatore for ECE.,"comparison=college, branch=ECE"
896,College Comparison,Which is better for Mechanical Engineering among NIT Trichy and Anna University?,"comparison=college, branch=Mechanical Engineering"
897,College Comparison,Kumaraguru vs PSG for CSE which is better?,"comparison=college, branch=CSE"
898,College Comparison,Compare Kongu Engineering College and Bannari Amman Institute of Technology.,"comparison=college"
899,College Comparison,Which college has better infrastructure SRMIST or Amrita?,"comparison=college"
900,College Comparison,Is SASTRA better than Amrita?,"comparison=college"
901,College Comparison,Compare GCT Coimbatore and Government College of Technology Salem.,"comparison=college"
902,College Comparison,Which has better placement SIET or Karpagam?,"comparison=college, placement=comparison"
903,College Comparison,Compare two colleges one government one private for CSE.,"comparison=college, branch=CSE"
904,College Comparison,Is Adhiyamaan Engineering better than Sona College for ECE?,"comparison=college, branch=ECE"
905,College Comparison,Which college is better PSG Tech or Coimbatore Institute of Technology for placement?,"comparison=college, placement=comparison"
906,College Comparison,Compare Tagore Engineering and SMK Fomra for IT.,"comparison=college, branch=Information Technology"
907,College Comparison,Karpagam vs Sri Ramakrishna for CSE which is better?,"comparison=college, branch=CSE"
908,College Comparison,Which is better VMKV or Mahendra for Mechanical Engineering?,"comparison=college, branch=Mechanical Engineering"
909,College Comparison,Compare SRM Ramapuram vs SRM Kattankulathur for CSE.,"comparison=college, branch=CSE"
910,College Comparison,Is Kumaraguru better than RVS Engineering College?,"comparison=college"
911,College Comparison,Compare Annamalai University and Periyar University engineering colleges.,"comparison=college"
912,College Comparison,Which has better civil engineering government or private college?,"comparison=college, branch=Civil Engineering"
913,College Comparison,Is Bannari Amman or Erode Institute of Technology better?,"comparison=college"
914,College Comparison,Which is better SKCET or KTVR for ECE?,"comparison=college, branch=ECE"
915,College Comparison,Compare autonomous vs non-autonomous for CSE placement.,"comparison=college, autonomous=comparison"
916,College Comparison,Which government college is better for Mechanical in Tamil Nadu?,"comparison=college, branch=Mechanical Engineering, ownership=Government"
917,College Comparison,Is Vellore Institute of Technology better than SRM for CSE?,"comparison=college, branch=CSE"
918,College Comparison,Compare government aided colleges in Coimbatore for ECE.,"comparison=college, branch=ECE, district=Coimbatore, ownership=Government Aided"
919,College Comparison,Which is better KRCE or Excel Engineering for Mechanical?,"comparison=college, branch=Mechanical Engineering"
920,College Comparison,Is Dhanalakshmi College or Jay Shriram Group better?,"comparison=college"
921,College Comparison,Compare PSGR Krishnammal and Rajalakshmi Engineering College.,"comparison=college"
922,College Comparison,Which government college is best in Madurai?,"comparison=college, district=Madurai, ownership=Government"
923,College Comparison,Is Coimbatore Institute of Technology better than KPR Institute?,"comparison=college"
924,College Comparison,Compare Erode Engineering College and Vivekanandha Engineering College.,"comparison=college"
925,College Comparison,Which is better for AI&DS Amrita or SRM?,"comparison=college, branch=AI & Data Science"
926,College Comparison,Compare colleges in Villupuram for Chemical Engineering.,"comparison=college, district=Villupuram, branch=Chemical Engineering"
927,College Comparison,Is PSNA College better than Kalasalingam for CSE?,"comparison=college, branch=CSE"
928,College Comparison,Compare Thanthai Periyar Government Institute of Technology and Government College Dharmapuri.,"comparison=college"
929,College Comparison,Which is better for ECE MKCE or CARE?,"comparison=college, branch=ECE"
930,College Comparison,Compare two top autonomous colleges in Coimbatore.,"comparison=college, district=Coimbatore, autonomous=yes"
931,College Comparison,Which is better SMVEC or Pondy University for IT?,"comparison=college, branch=Information Technology"
932,College Comparison,Compare top government engineering colleges in Tamil Nadu.,"comparison=college, ownership=Government"
933,College Comparison,Is SRM better or VIT for placements?,"comparison=college, placement=comparison"
934,College Comparison,Which college has better research facilities?,"comparison=college"
935,College Comparison,Compare Amrita Coimbatore and PSG for Mechanical Engineering.,"comparison=college, branch=Mechanical Engineering"
936,College Comparison,Which is better for EEE PSGCT or GCT Coimbatore?,"comparison=college, branch=EEE"
937,College Comparison,Compare Nadar's College vs Fatima Michael College.,"comparison=college"
938,College Comparison,Which has better MBA+engineering combo college?,"comparison=college"
939,College Comparison,Is Presidency College better than Saveetha for Biotechnology?,"comparison=college, branch=Biotechnology"
940,College Comparison,Which private college has better NAAC grade in Coimbatore?,"comparison=college, district=Coimbatore, ownership=Private"
941,Branch Comparison,CSE or IT which is better?,"comparison=branch, branch=CSE, branch=Information Technology"
942,Branch Comparison,ECE or EEE which should I choose?,"comparison=branch, branch=ECE, branch=EEE"
943,Branch Comparison,Mechanical or Civil which has better career opportunities?,"comparison=branch, branch=Mechanical Engineering, branch=Civil Engineering"
944,Branch Comparison,AI&DS vs CSE which is better?,"comparison=branch, branch=AI & Data Science, branch=CSE"
945,Branch Comparison,Is IT better than CSE for jobs?,"comparison=branch, branch=Information Technology, branch=CSE"
946,Branch Comparison,Which is better ECE or CSE?,"comparison=branch, branch=ECE, branch=CSE"
947,Branch Comparison,EEE or Mechanical which has more jobs?,"comparison=branch, branch=EEE, branch=Mechanical Engineering"
948,Branch Comparison,Biotechnology vs Biomedical Engineering which to choose?,"comparison=branch, branch=Biotechnology, branch=Biomedical Engineering"
949,Branch Comparison,AI & ML vs AI & DS which is better?,"comparison=branch, branch=AI & ML, branch=AI & Data Science"
950,Branch Comparison,Automobile or Mechanical which is better?,"comparison=branch, branch=Automobile Engineering, branch=Mechanical Engineering"
951,Branch Comparison,Chemical or Petrochemical Engineering which has more scope?,"comparison=branch, branch=Chemical Engineering, branch=Petrochemical Engineering"
952,Branch Comparison,CSE or Mechatronics which is better for future?,"comparison=branch, branch=CSE, branch=Mechatronics"
953,Branch Comparison,Aeronautical or Automobile Engineering which to prefer?,"comparison=branch, branch=Aeronautical Engineering, branch=Automobile Engineering"
954,Branch Comparison,Civil or Structural Engineering which is better?,"comparison=branch, branch=Civil Engineering"
955,Branch Comparison,ECE or IT which is better for salary?,"comparison=branch, branch=ECE, branch=Information Technology"
956,Branch Comparison,EEE vs ECE which has more government jobs?,"comparison=branch, branch=EEE, branch=ECE"
